operator_id,total_calls,missed_rate_row,mean_wait,outgoing_calls,ineff_score,priority
932050.0,145,0.46153846153846156,202.6153846153846,13,0.7080586080586081,LOW
915558.0,161,0.52,83.76,25,0.7079212454212453,MEDIUM
941628.0,148,0.45454545454545453,191.1818181818182,10,0.7067765567765568,LOW
938414.0,146,0.5161290322580645,79.51612903225806,22,0.7060439560439561,MEDIUM
947658.0,2855,0.47058823529411764,1020.2352941176471,51,0.7052197802197803,MEDIUM
886146.0,52,0.5263157894736842,60.73684210526316,18,0.7035714285714286,MEDIUM
947640.0,538,0.48484848484848486,260.2121212121212,33,0.7028846153846153,LOW
914052.0,1468,0.5217391304347826,268.5869565217391,92,0.7026556776556777,HIGH
945298.0,1600,0.48,611.04,50,0.701602564102564,MEDIUM
947636.0,109,0.45454545454545453,181.1818181818182,11,0.7007326007326008,MEDIUM
915614.0,78,0.6,43.65,19,0.696474358974359,MEDIUM
919126.0,291,0.45,274.05,20,0.6950549450549451,MEDIUM
972412.0,61,0.4,210.0,4,0.6939560439560439,LOW
947646.0,1984,0.43243243243243246,1131.6756756756756,37,0.6934523809523809,MEDIUM
883940.0,694,0.46511627906976744,295.3720930232558,36,0.6876831501831502,MEDIUM
947620.0,1277,0.47058823529411764,427.15686274509807,51,0.6868131868131868,MEDIUM
947650.0,1791,0.46,688.68,50,0.6863553113553112,MEDIUM
890420.0,746,0.5280898876404494,154.92134831460675,89,0.685989010989011,HIGH
941192.0,1239,0.4827586206896552,376.58620689655174,58,0.6851648351648352,MEDIUM
932502.0,761,0.4444444444444444,397.75,31,0.6848901098901099,MEDIUM
933070.0,849,0.375,849.5,10,0.684569597069597,MEDIUM
905432.0,971,0.43243243243243246,513.0,31,0.684478021978022,MEDIUM
947618.0,1134,0.45,469.7,40,0.683974358974359,MEDIUM
938842.0,113,0.4666666666666667,125.2,15,0.6836996336996337,MEDIUM
939476.0,931,0.43902439024390244,460.219512195122,33,0.6828754578754579,MEDIUM
922142.0,792,0.5309734513274337,165.55752212389382,113,0.6825091575091574,HIGH
925922.0,22210,0.4177215189873418,5907.443037974684,50,0.6814102564102563,MEDIUM
917234.0,1225,0.484375,327.03125,59,0.6796703296703296,MEDIUM
940614.0,719,0.41935483870967744,332.741935483871,20,0.6790293040293041,LOW
902608.0,233,0.43478260869565216,209.47826086956522,17,0.6783424908424909,MEDIUM
950972.0,897,0.391304347826087,856.0,19,0.6782967032967033,MEDIUM
947616.0,2151,0.45098039215686275,699.6862745098039,51,0.6773809523809523,MEDIUM
930912.0,246,0.45,177.1,20,0.676923076923077,LOW
964666.0,920,0.375,890.0,14,0.6759615384615384,MEDIUM
945312.0,2519,0.44642857142857145,899.3571428571429,56,0.6746336996336996,MEDIUM
947652.0,575,0.4444444444444444,349.5833333333333,36,0.672985347985348,MEDIUM
947614.0,995,0.45,328.575,40,0.6707875457875458,MEDIUM
884478.0,2361,0.4731182795698925,400.4731182795699,79,0.6702380952380953,MEDIUM
947638.0,1344,0.4489795918367347,414.16326530612247,48,0.6679487179487179,MEDIUM
930914.0,329,0.5161290322580645,99.35483870967742,62,0.6676739926739926,MEDIUM
952948.0,5423,0.4954128440366973,224.70642201834863,72,0.6630952380952382,LOW
891170.0,219,0.5,92.11363636363636,44,0.6617216117216118,MEDIUM
933806.0,391,0.4897959183673469,147.9795918367347,49,0.660989010989011,MEDIUM
890422.0,487,0.5,134.83333333333334,66,0.6605311355311355,MEDIUM
914050.0,438,0.46296296296296297,189.77777777777777,44,0.6599816849816851,MEDIUM
890410.0,1369,0.5121951219512195,149.07926829268294,161,0.6590659340659341,HIGH
940622.0,1544,0.421875,313.390625,32,0.6587912087912088,LOW
905842.0,1253,0.5147058823529411,133.88970588235293,134,0.6581959706959707,HIGH
884946.0,2042,0.45652173913043476,482.30434782608694,85,0.6579212454212454,MEDIUM
898414.0,91,0.375,150.625,4,0.655448717948718,LOW
947644.0,470,0.46808510638297873,165.80851063829786,47,0.6551739926739927,MEDIUM
936382.0,485,0.45652173913043476,180.3913043478261,45,0.6514194139194139,HIGH
933810.0,108,0.4444444444444444,109.77777777777777,18,0.6490842490842491,MEDIUM
969272.0,466,0.4117647058823529,185.55882352941177,24,0.6488553113553113,MEDIUM
939684.0,161,0.5111111111111111,48.888888888888886,34,0.6484432234432235,MEDIUM
947642.0,969,0.41304347826086957,407.8695652173913,45,0.6481684981684982,LOW
932500.0,1198,0.4230769230769231,352.8076923076923,45,0.6465201465201464,MEDIUM
907174.0,2873,0.4645669291338583,365.0551181102362,118,0.6449633699633699,MEDIUM
885876.0,66049,0.4231974921630094,4816.241379310345,216,0.6433150183150182,MEDIUM
940596.0,490,0.35294117647058826,545.7647058823529,16,0.6431776556776557,MEDIUM
961064.0,928,0.34782608695652173,814.8260869565217,16,0.6431318681318682,MEDIUM
904016.0,5175,0.4375,774.9609375,101,0.6419871794871794,MEDIUM
958478.0,329,0.4,201.83333333333334,25,0.6395604395604395,MEDIUM
906070.0,450,0.38095238095238093,347.95238095238096,26,0.6375,MEDIUM
938022.0,280,0.35294117647058826,316.29411764705884,11,0.636492673992674,LOW
926486.0,2626,0.43859649122807015,517.6315789473684,101,0.6363553113553113,MEDIUM
947598.0,492,0.44680851063829785,174.04255319148936,47,0.6358974358974359,HIGH
948756.0,176,0.48148148148148145,56.888888888888886,26,0.6344780219780219,MEDIUM
943050.0,85,0.3333333333333333,252.33333333333334,3,0.6336538461538461,LOW
898906.0,147,0.35714285714285715,194.57142857142858,9,0.6320970695970696,LOW
958416.0,325,0.45,99.175,30,0.6319597069597069,MEDIUM
914240.0,56,0.4,100.9,10,0.6315934065934066,MEDIUM
930586.0,230,0.49056603773584906,87.11320754716981,53,0.6303113553113553,MEDIUM
954650.0,1476,0.410958904109589,336.32876712328766,52,0.6293040293040293,MEDIUM
937156.0,67,0.47619047619047616,49.57142857142857,21,0.625915750915751,MEDIUM
896382.0,437,0.37142857142857144,254.22857142857143,21,0.6256868131868132,LOW
929544.0,66,0.46153846153846156,48.23076923076923,13,0.6256410256410256,MEDIUM
968150.0,104,0.4,102.6,13,0.6250915750915751,MEDIUM
948758.0,676,0.4339622641509434,154.35849056603774,44,0.6249084249084249,MEDIUM
882690.0,1766,0.37681159420289856,591.0,45,0.6239926739926739,MEDIUM
904202.0,255,0.39285714285714285,154.0,21,0.6232600732600733,MEDIUM
885890.0,66016,0.3971119133574007,5727.13357400722,174,0.6228937728937729,MEDIUM
939738.0,692,0.4696969696969697,121.10606060606061,66,0.6225274725274725,MEDIUM
928312.0,1975,0.44554455445544555,231.9108910891089,86,0.6206043956043956,MEDIUM
921318.0,5349,0.41566265060240964,479.2590361445783,106,0.6197802197802198,MEDIUM
913942.0,3109,0.4068965517241379,279.49655172413793,55,0.6195054945054944,MEDIUM
897030.0,82,0.45454545454545453,52.0,17,0.6173992673992674,MEDIUM
940634.0,2234,0.3684210526315789,501.0921052631579,40,0.6168498168498169,MEDIUM
947304.0,827,0.45569620253164556,122.13924050632912,56,0.616025641025641,MEDIUM
887282.0,2452,0.4322033898305085,299.8898305084746,97,0.61510989010989,MEDIUM
890416.0,1380,0.4675324675324675,164.16883116883116,154,0.6149267399267399,HIGH
958468.0,537,0.4,182.24444444444444,39,0.6143772893772894,MEDIUM
905430.0,949,0.375,319.5892857142857,37,0.6140567765567766,MEDIUM
919218.0,325,0.4166666666666667,126.95833333333333,38,0.610989010989011,MEDIUM
919204.0,1318,0.32,420.72,7,0.6104395604395605,LOW
906392.0,80,0.5945945945945946,23.216216216216218,29,0.6099816849816849,MEDIUM
950444.0,95,0.4666666666666667,50.733333333333334,30,0.608058608058608,MEDIUM
958480.0,176,0.3333333333333333,260.22222222222223,9,0.6061813186813187,LOW
940616.0,3336,0.36904761904761907,635.3571428571429,51,0.606043956043956,MEDIUM
945052.0,96,0.43478260869565216,50.21739130434783,13,0.6059981684981685,MEDIUM
901992.0,830,0.35555555555555557,390.8666666666667,37,0.6044871794871796,MEDIUM
902720.0,2722,0.4057971014492754,356.28985507246375,102,0.6038003663003662,MEDIUM
891162.0,114,0.48717948717948717,46.743589743589745,39,0.6024725274725274,MEDIUM
939886.0,311,0.4583333333333333,70.79166666666667,48,0.6018315018315018,MEDIUM
894656.0,3416,0.4444444444444444,204.7469135802469,147,0.6015567765567765,MEDIUM
964510.0,159,0.4074074074074074,66.55555555555556,20,0.5998626373626373,MEDIUM
922476.0,207,0.4782608695652174,54.67391304347826,46,0.5998168498168498,MEDIUM
880026.0,2439,0.47474747474747475,121.17171717171718,179,0.5997252747252747,MEDIUM
953464.0,463,0.39215686274509803,128.64705882352942,30,0.599496336996337,MEDIUM
939224.0,1551,0.4,226.825,63,0.5986263736263736,MEDIUM
904014.0,1475,0.38666666666666666,332.3066666666667,61,0.5983058608058608,MEDIUM
969294.0,98,0.36363636363636365,80.9090909090909,7,0.5964285714285714,LOW
919164.0,733,0.3333333333333333,192.54166666666666,9,0.5962912087912088,LOW
958418.0,506,0.425531914893617,97.06382978723404,42,0.595970695970696,MEDIUM
937874.0,172,0.3333333333333333,240.05555555555554,11,0.5957417582417582,LOW
939474.0,820,0.391304347826087,191.2753623188406,47,0.595054945054945,HIGH
960296.0,203,0.3333333333333333,205.5,10,0.5949175824175824,LOW
931458.0,4690,0.37748344370860926,531.0993377483444,96,0.5910256410256409,MEDIUM
947600.0,321,0.3783783783783784,149.27027027027026,37,0.5880952380952381,MEDIUM
879898.0,7974,0.398406374501992,450.0876494023904,187,0.586996336996337,MEDIUM
920146.0,90,0.5405405405405406,24.027027027027028,37,0.586996336996337,MEDIUM
939222.0,980,0.39080459770114945,242.367816091954,65,0.586996336996337,HIGH
962658.0,747,0.3968253968253968,137.76190476190476,47,0.583562271062271,MEDIUM
905844.0,1146,0.4264705882352941,172.65441176470588,120,0.5833333333333333,HIGH
940652.0,1382,0.3333333333333333,395.3859649122807,29,0.5832875457875457,LOW
924934.0,626,0.45454545454545453,102.9,107,0.5829670329670329,MEDIUM
891410.0,3773,0.4517241379310345,129.10344827586206,211,0.5823260073260073,MEDIUM
945046.0,105,0.34782608695652173,81.65217391304348,8,0.5810439560439561,MEDIUM
952914.0,705,0.36363636363636365,179.12727272727273,37,0.5803113553113554,LOW
930020.0,691,0.42592592592592593,126.18518518518519,77,0.5802197802197803,MEDIUM
938896.0,3617,0.37333333333333335,395.53333333333336,95,0.5775641025641025,MEDIUM
940658.0,2789,0.35106382978723405,363.9574468085106,51,0.5771978021978023,MEDIUM
937902.0,1216,0.3711340206185567,284.4020618556701,66,0.5767399267399268,HIGH
935264.0,70,0.3333333333333333,118.77777777777777,7,0.5759615384615384,LOW
939218.0,388,0.3968253968253968,140.3015873015873,54,0.5759615384615384,MEDIUM
930590.0,68,0.42857142857142855,50.07142857142857,28,0.5759157509157509,MEDIUM
902510.0,2117,0.3816793893129771,339.6641221374046,103,0.5758241758241758,MEDIUM
884408.0,66,0.37037037037037035,62.44444444444444,11,0.5753205128205128,MEDIUM
893804.0,6570,0.4,269.08923076923077,209,0.575091575091575,MEDIUM
880028.0,2906,0.4026548672566372,210.5929203539823,181,0.573992673992674,HIGH
926312.0,140,0.40384615384615385,76.92307692307692,43,0.5727106227106227,MEDIUM
960648.0,112,0.36,84.64,17,0.5714285714285715,MEDIUM
940952.0,274,0.35294117647058826,101.47058823529412,19,0.5708333333333333,MEDIUM
890412.0,1373,0.42857142857142855,135.74404761904762,159,0.5707875457875458,HIGH
891414.0,3374,0.4548736462093863,92.81227436823104,212,0.5702380952380952,MEDIUM
921818.0,4310,0.39069767441860465,274.6139534883721,139,0.5695970695970696,MEDIUM
895776.0,264,0.4074074074074074,69.0,44,0.5689102564102564,MEDIUM
918978.0,2129,0.3819444444444444,230.52777777777777,99,0.5654761904761905,MEDIUM
939762.0,2980,0.36619718309859156,350.27464788732397,95,0.5648351648351648,MEDIUM
937736.0,1589,0.3469387755102041,353.3979591836735,62,0.5645604395604396,MEDIUM
968338.0,275,0.3181818181818182,226.72727272727272,15,0.5639194139194139,LOW
972460.0,70,0.3333333333333333,89.0,7,0.5638736263736264,LOW
958430.0,325,0.4067796610169492,72.13559322033899,50,0.5611721611721611,MEDIUM
883942.0,2327,0.3941176470588235,183.93529411764706,128,0.5600732600732601,HIGH
930186.0,63,0.38095238095238093,53.0,16,0.5598443223443224,MEDIUM
958452.0,517,0.3559322033898305,141.64406779661016,44,0.5574175824175824,MEDIUM
947590.0,190,0.4090909090909091,56.63636363636363,44,0.5536172161172161,MEDIUM
882686.0,3931,0.37130801687763715,291.8902953586498,166,0.5532967032967033,MEDIUM
937966.0,1130,0.3564356435643564,193.1881188118812,65,0.553113553113553,HIGH
884412.0,863,0.3984375,136.09375,110,0.5511904761904761,MEDIUM
880022.0,219,0.4342105263157895,57.56578947368421,68,0.5486263736263737,MEDIUM
937780.0,1132,0.3486238532110092,242.55045871559633,70,0.5468864468864469,HIGH
891154.0,603,0.42857142857142855,81.46616541353383,133,0.5467032967032966,MEDIUM
919166.0,1230,0.2857142857142857,251.64285714285714,11,0.5447344322344322,LOW
928886.0,833,0.36792452830188677,163.71698113207546,77,0.5445970695970695,MEDIUM
895172.0,95,0.4318181818181818,40.13636363636363,37,0.5445054945054945,MEDIUM
939376.0,1479,0.3431372549019608,262.95098039215685,70,0.5425824175824175,MEDIUM
958460.0,227,0.34545454545454546,123.0909090909091,38,0.5422161172161173,MEDIUM
910532.0,214,0.3333333333333333,113.80952380952381,21,0.5410714285714285,LOW
951046.0,58,0.35714285714285715,46.785714285714285,11,0.5406135531135531,MEDIUM
928888.0,1008,0.3709677419354839,148.55645161290323,84,0.53992673992674,HIGH
937678.0,196,0.41333333333333333,56.74666666666667,60,0.5399267399267399,MEDIUM
937808.0,1067,0.336734693877551,251.69387755102042,65,0.5396520146520146,HIGH
951508.0,492,0.3625,101.3375,45,0.5382783882783883,MEDIUM
924356.0,268,0.45588235294117646,40.970588235294116,68,0.538003663003663,MEDIUM
944646.0,648,0.37037037037037035,105.04938271604938,53,0.5374084249084249,MEDIUM
891160.0,426,0.39285714285714285,95.01190476190476,84,0.5373168498168498,MEDIUM
905538.0,3843,0.3680297397769517,224.5799256505576,209,0.5366300366300366,HIGH
901880.0,4655,0.3798219584569733,166.75964391691394,216,0.535989010989011,HIGH
900492.0,276,0.4424778761061947,55.76106194690266,97,0.5357142857142857,MEDIUM
915556.0,2421,0.3523809523809524,272.85238095238094,145,0.5357142857142857,HIGH
958456.0,886,0.2894736842105263,460.5263157894737,32,0.5351648351648352,MEDIUM
932292.0,115,0.37142857142857144,57.17142857142857,31,0.5346611721611721,MEDIUM
937988.0,365,0.3424657534246575,128.2054794520548,44,0.5343406593406593,MEDIUM
919190.0,85,0.2,270.6,3,0.5342490842490842,LOW
921316.0,87,0.5121951219512195,16.585365853658537,41,0.5324175824175824,MEDIUM
948286.0,384,0.14285714285714285,145.61904761904762,0,0.5320054945054946,LOW
882688.0,82,0.2727272727272727,173.0909090909091,8,0.5318681318681319,LOW
879896.0,1131,0.390625,110.671875,105,0.5317765567765567,MEDIUM
947612.0,124,0.4,45.575,39,0.5305860805860806,MEDIUM
906406.0,2049,0.37155963302752293,163.09633027522935,166,0.5304945054945054,MEDIUM
962902.0,702,0.3269230769230769,192.30769230769232,39,0.5296703296703297,MEDIUM
940624.0,1814,0.3218390804597701,324.48275862068965,49,0.5291666666666667,MEDIUM
937774.0,316,0.30303030303030304,179.24242424242425,21,0.5282051282051282,LOW
944648.0,52,0.4642857142857143,23.142857142857142,25,0.5279304029304029,MEDIUM
937984.0,68,0.41379310344827586,29.06896551724138,19,0.5275641025641026,MEDIUM
914630.0,168,0.36538461538461536,64.9423076923077,39,0.5272893772893773,MEDIUM
894224.0,50,0.42857142857142855,21.142857142857142,8,0.5267399267399268,MEDIUM
905870.0,765,0.3333333333333333,179.55555555555554,49,0.5266025641025641,MEDIUM
899082.0,2372,0.35267857142857145,198.78125,150,0.5246336996336995,HIGH
939706.0,1680,0.2972972972972973,327.5810810810811,36,0.5228479853479854,MEDIUM
916424.0,636,0.3493975903614458,78.90361445783132,42,0.5220238095238096,MEDIUM
951186.0,101,0.3333333333333333,46.44444444444444,6,0.5219322344322345,MEDIUM
929424.0,5438,0.3237410071942446,464.33093525179856,84,0.5217948717948718,LOW
891152.0,286,0.40217391304347827,59.05434782608695,92,0.5208791208791209,MEDIUM
941384.0,758,0.3368421052631579,167.83157894736843,69,0.5207875457875457,MEDIUM
944222.0,564,0.3465346534653465,120.22772277227723,55,0.5205586080586081,MEDIUM
950672.0,54,0.375,40.666666666666664,23,0.5200091575091574,MEDIUM
937854.0,806,0.34579439252336447,137.6822429906542,72,0.5190476190476191,HIGH
905542.0,2302,0.3695652173913043,134.77826086956523,174,0.5176739926739926,MEDIUM
905566.0,957,0.41037735849056606,61.74528301886792,186,0.5146520146520147,MEDIUM
923526.0,3054,0.33816425120772947,212.39613526570048,136,0.5138278388278388,MEDIUM
921320.0,397,0.3333333333333333,131.44927536231884,47,0.513598901098901,HIGH
891416.0,966,0.44761904761904764,44.43809523809524,159,0.5134615384615384,MEDIUM
944766.0,295,0.2857142857142857,144.28571428571428,16,0.5113095238095239,LOW
901886.0,1786,0.3372093023255814,186.86046511627907,119,0.51007326007326,HIGH
925104.0,2286,0.34408602150537637,171.6451612903226,125,0.509981684981685,HIGH
